case_id,person_id,role,name_as_recorded,father_name_as_recorded,age_as_recorded,gender,district,year
SYN-C-01382,SYN-P-01403,accused,T. CHANDER,PATRICK PRADHAN,49,M,Bengaluru Urban,2021
SYN-C-01382,SYN-P-00942,accused,OMKAAR EDWIN,ADVAY PATEL,53,M,Bengaluru Urban,2021
SYN-C-01382,SYN-P-00234,accused,NIHAL GULATI,CHARAN GALA,51,M,Bengaluru Urban,2021
SYN-C-01383,SYN-P-00163,accused,K. ROUT,MITESH SAHNI,19,M,Bengaluru Urban,2023
SYN-C-01383,SYN-P-00045,accused,AAHANA DOCTOR,EKAVIR SOLANKI,30,F,Bengaluru Urban,2023
SYN-C-01384,SYN-P-01281,accused,W. BORDE,FREDERICK SARNA,47,M,Mysuru,2023
SYN-C-01385,SYN-P-01005,accused,CHOUDHURY AYUSH,TANISH BHATT,25,M,Bengaluru Urban,2020
SYN-C-01385,SYN-P-00369,accused,P. MASTER,ROHAN VORA,41,M,Bengaluru Urban,2020
SYN-C-01386,SYN-P-01692,accused,EKARAJ CHANA,MAX SARAF,35,M,Bengaluru Urban,2021
SYN-C-01386,SYN-P-00406,accused,E. MUKHOPADHYAY,ROBERT CHADHA,21,M,Bengaluru Urban,2021
SYN-C-01387,SYN-P-00946,accused,NAVEEN RATTI,YUVRAJ SODHI,17,M,Belagavi,2020
SYN-C-01387,SYN-P-01609,accused,SINGHAL CHANDRAN,SAMESH CHAUDRY,31,M,Belagavi,2020
SYN-C-01388,SYN-P-01858,accused,ANAND VICTOR,LOHIT NAGI,51,M,Bengaluru Urban,2023
SYN-C-01388,SYN-P-01786,accused,Q. BUTALA,SAMUEL CHAD,26,M,Bengaluru Urban,2023
SYN-C-01389,SYN-P-01503,accused,AYUSH IYENGAR,JACK BABU,36,M,Bengaluru Urban,2021
SYN-C-01389,SYN-P-01208,accused,R. CHOUDHRY,AARUSH PANDIT,44,F,Bengaluru Urban,2021
SYN-C-01390,SYN-P-01691,accused,CHAHAL HARISH,ISAAC RANA,25,M,Kalaburagi,2020
SYN-C-01391,SYN-P-01069,accused,MUGDHA SAHOTA,MADHAV DALAL,47,F,Bengaluru Urban,2020
SYN-C-01391,SYN-P-01817,accused,RUDRA SRIVASTAVA,ADVIK BASAK,36,M,Bengaluru Urban,2020
SYN-C-01392,SYN-P-00474,accused,EKARAJ BANDI,HARISH SANDHU,19,M,Bengaluru Urban,2023
SYN-C-01392,SYN-P-01339,accused,Y. BUMB,GABRIEL ZACHARIA,39,M,Bengaluru Urban,2023
SYN-C-01392,SYN-P-01651,accused,DARSH WADHWA,,47,M,Bengaluru Urban,2023
SYN-C-01392,SYN-P-00471,accused,AARUSH NAYAK,OJAS KARAN,50,M,Bengaluru Urban,2023
SYN-C-01393,SYN-P-01679,accused,AVI BARAL,FALAN CHAWLA,22,M,Bengaluru Urban,2023
SYN-C-01394,SYN-P-01894,accused,ISHANVI DESHMUKH,GEORGE APTE,30,F,Bengaluru Urban,2022
SYN-C-01394,SYN-P-01482,accused,WARJAS PATHAK,AAYUSH GADE,33,M,Bengaluru Urban,2022
SYN-C-01395,SYN-P-00707,accused,JAI SODHI,AARUSH BEDI,34,M,Bengaluru Urban,2019
SYN-C-01395,SYN-P-00133,accused,MUNI AMOL,,25,M,Bengaluru Urban,2019
SYN-C-01396,SYN-P-01847,accused,SAKSHAM SARAN,,45,M,Bengaluru Urban,2021
SYN-C-01396,SYN-P-01005,accused,A. CHOUDHURY,TANISH BHATT,24,M,Bengaluru Urban,2021
SYN-C-01397,SYN-P-01629,accused,BATRA NICHOLAS,MASON BARAD,29,M,Bengaluru Urban,2023
SYN-C-01397,SYN-P-00193,accused,MAANAV SANKARAN,QABIL BATTA,28,M,Bengaluru Urban,2023
SYN-C-01398,SYN-P-00193,accused,SANKARAN MAANAV,QABIL BATTA,28,M,Bengaluru Urban,2019
SYN-C-01398,SYN-P-00068,accused,JASON SEKHON,TARAK TALWAR,42,M,Bengaluru Urban,2019
SYN-C-01399,SYN-P-01644,accused,B. RANGANATHAN,GUNEET NADKARNI,27,M,Bengaluru Urban,2019
SYN-C-01399,SYN-P-00027,accused,W. SULE,BRIJESH DHAWAN,49,F,Bengaluru Urban,2019
SYN-C-01400,SYN-P-00781,accused,MAANAS SHROFF,HARRISON DAYAL,42,M,Bengaluru Urban,2022
SYN-C-01401,SYN-P-00209,accused,FARIQ NARAIN,,24,M,Bengaluru Urban,2020
SYN-C-01402,SYN-P-00341,accused,CHANAKYA HAYER,ADITYA SHETTY,44,M,Kalaburagi,2020
SYN-C-01402,SYN-P-01311,accused,WARJAS KOHLI,DANIEL KALA,42,M,Kalaburagi,2020
SYN-C-01403,SYN-P-00323,accused,YATAN CHOPRA,,36,M,Kalaburagi,2022
SYN-C-01404,SYN-P-00330,accused,LAKSHIT GOLLA,GAUTAM VIG,52,M,Tumakuru,2019
SYN-C-01404,SYN-P-00817,accused,SATHVIK SRINIVASAN,XAVIER SOLANKI,18,M,Tumakuru,2019
SYN-C-01405,SYN-P-00211,accused,AGASTYA SARKAR,,38,M,Kalaburagi,2023
SYN-C-01406,SYN-P-00677,accused,JAGDISH CHAUDHURI,,41,M,Bengaluru Urban,2023
SYN-C-01406,SYN-P-00387,accused,VIVAAN SANI,ABEER NAIDU,53,M,Bengaluru Urban,2023
SYN-C-01406,SYN-P-00921,accused,FARAJ GOSWAMI,PATRICK MAND,30,M,Bengaluru Urban,2023
SYN-C-01406,SYN-P-00852,accused,Q. JHA,LIAM SHAN,23,M,Bengaluru Urban,2023
SYN-C-01406,SYN-P-01314,accused,OM KHARE,,38,M,Bengaluru Urban,2023
SYN-C-01407,SYN-P-00559,accused,NAKSH ANAND,SAMARTH NAIK,36,M,Bengaluru Urban,2019
SYN-C-01407,SYN-P-01069,accused,MUGDHA SAHOTA,,45,F,Bengaluru Urban,2019
SYN-C-01408,SYN-P-00616,accused,AYUSHMAN TARA,QABIL BADAMI,33,M,Kalaburagi,2022
SYN-C-01409,SYN-P-00972,accused,IKSHITA EDWIN,,44,F,Bengaluru Urban,2023
SYN-C-01410,SYN-P-01884,accused,FINN DASH,VIVAAN BHATNAGAR,47,M,Bengaluru Urban,2023
SYN-C-01410,SYN-P-00687,accused,CHARLES BANIK,SIMON NAZARETH,53,M,Bengaluru Urban,2023
SYN-C-01411,SYN-P-01412,accused,TRISTAN KAUL,,17,M,Bengaluru Urban,2023
SYN-C-01411,SYN-P-00843,accused,F. AGRAWAL,,53,M,Bengaluru Urban,2023
SYN-C-01412,SYN-P-00616,accused,AYUSHMAN TARA,QABIL BADAMI,35,M,Kalaburagi,2023
SYN-C-01412,SYN-P-01317,accused,R. RASTOGI,WAZIR BALI,19,M,Kalaburagi,2023
SYN-C-01413,SYN-P-00858,accused,G. TELLA,,27,M,Bengaluru Urban,2020
SYN-C-01414,SYN-P-00077,accused,J. THAMAN,,32,M,Bengaluru Urban,2023
SYN-C-01414,SYN-P-01534,accused,B. MANN,WAHAB DASH,29,M,Bengaluru Urban,2023
SYN-C-01415,SYN-P-01190,accused,ANMOL WADHWA,GAUTAM ROY,34,M,Bengaluru Urban,2022
SYN-C-01415,SYN-P-01874,accused,OJAS JOHAL,CHATURA ACHARYA,51,M,Bengaluru Urban,2022
SYN-C-01416,SYN-P-00051,accused,WAISHNAWI MUTTI,JAI SANGHA,50,F,Bengaluru Urban,2021
SYN-C-01416,SYN-P-00898,accused,GOPAL LALL,RAYAAN THAKKAR,52,M,Bengaluru Urban,2021
SYN-C-01417,SYN-P-00565,accused,VIRAJ CHANDRAN,,28,M,Bengaluru Urban,2020
SYN-C-01417,SYN-P-00805,accused,H. TIWARI,,47,M,Bengaluru Urban,2020
SYN-C-01418,SYN-P-00010,accused,FITAN OOMMEN,YASH SAMA,25,M,Bengaluru Urban,2019
SYN-C-01419,SYN-P-01345,accused,ARJUN SANGHA,HEMANG VIG,23,M,Bengaluru Urban,2022
SYN-C-01419,SYN-P-00299,accused,R. BHATNAGAR,RUSHIL VERMA,53,F,Bengaluru Urban,2022
SYN-C-01420,SYN-P-01702,accused,JACKSON KALA,LOGAN MAHARAJ,43,M,Bengaluru Urban,2021
SYN-C-01420,SYN-P-00259,accused,MANAN KRISHNA,,43,M,Bengaluru Urban,2021
SYN-C-01420,SYN-P-00214,accused,ANSH DEVI,BAHADURJIT BATRA,37,M,Bengaluru Urban,2021
SYN-C-01420,SYN-P-01060,accused,RAMASWAMY NIRJA,,45,F,Bengaluru Urban,2021
SYN-C-01420,SYN-P-00780,accused,C. LAD,WARJAS KARA,18,F,Bengaluru Urban,2021
SYN-C-01420,SYN-P-00149,accused,JACKSON DEOL,VICTOR KEER,52,M,Bengaluru Urban,2021
SYN-C-01420,SYN-P-00957,accused,CALEB JAYARAMAN,LOGAN AHLUWALIA,23,M,Bengaluru Urban,2021
SYN-C-01421,SYN-P-01362,accused,NICHOLAS SRIVASTAVA,,48,M,Bengaluru Urban,2021
SYN-C-01421,SYN-P-01625,accused,NAVIN MANDAL,,42,M,Bengaluru Urban,2021
SYN-C-01422,SYN-P-00754,accused,YUTIKA PALLA,MADHAV SAHNI,34,F,Mysuru,2019
SYN-C-01422,SYN-P-01861,accused,MITTER CHANDRAN,UMANG KARA,52,M,Mysuru,2019
SYN-C-01422,SYN-P-00266,accused,RACHIT SANDHU,,24,M,Mysuru,2019
SYN-C-01423,SYN-P-01630,accused,L. DASS,NAKUL GANGULY,44,M,Bengaluru Urban,2023
SYN-C-01423,SYN-P-00977,accused,JEET JHA,JOSHUA KRISHNAN,33,M,Bengaluru Urban,2023
SYN-C-01424,SYN-P-00051,accused,WAISHNAWI MUTTI,,49,F,Bengaluru Urban,2023
SYN-C-01425,SYN-P-00822,accused,WILLIAM PANDYA,TARAK MISRA,46,M,Tumakuru,2023
SYN-C-01425,SYN-P-00959,accused,SHETTY RAYAAN,VEDANT HEGDE,19,M,Tumakuru,2023
SYN-C-01425,SYN-P-01832,accused,SHAURYA MITRA,DEV SOMAN,19,M,Tumakuru,2023
SYN-C-01426,SYN-P-00204,accused,WILLIAM YOHANNAN,RAGHAV SARKAR,41,M,Bengaluru Urban,2019
SYN-C-01426,SYN-P-01124,accused,ANTHONY MISHRA,VIHAAN SINHA,50,M,Bengaluru Urban,2019
SYN-C-01427,SYN-P-01149,accused,KAVYA SEN,WAHAB SAWHNEY,41,F,Bengaluru Urban,2022
SYN-C-01427,SYN-P-00871,accused,KADAKIA ABDUL,HARSHIL VARMA,53,M,Bengaluru Urban,2022
SYN-C-01428,SYN-P-00957,accused,C. JAYARAMAN,LOGAN AHLUWALIA,26,M,Bengaluru Urban,2019
SYN-C-01428,SYN-P-00518,accused,HRITIK KAPUR,LABAN GOEL,50,M,Bengaluru Urban,2019
SYN-C-01429,SYN-P-01392,accused,J. CHOWDHURY,,50,F,Bengaluru Urban,2021
SYN-C-01430,SYN-P-00651,accused,GUNBIR BOSE,THEODORE HORA,19,M,Tumakuru,2020
SYN-C-01430,SYN-P-00497,accused,PRATYUSH DORA,SAI CHANA,42,M,Tumakuru,2020
SYN-C-01431,SYN-P-00074,accused,K. PATLA,NEEL KONDA,27,M,Bengaluru Urban,2019
SYN-C-01431,SYN-P-01475,accused,JAI BORAH,BANJEET KALA,24,M,Bengaluru Urban,2019
SYN-C-01432,SYN-P-01294,accused,YUVRAJ DATE,FINN JAGGI,29,M,Bengaluru Urban,2023
SYN-C-01433,SYN-P-00177,accused,BAJAJ HEMAL,YASH SHROFF,24,F,Mysuru,2020
SYN-C-01433,SYN-P-01573,accused,PRANIT ANAND,YAGNESH CHAND,46,M,Mysuru,2020
SYN-C-01433,SYN-P-00157,accused,YASHVI GOKHALE,,47,F,Mysuru,2020
SYN-C-01434,SYN-P-00297,accused,JACKSON MORE,RUDRA SHROFF,50,M,Bengaluru Urban,2022
SYN-C-01434,SYN-P-01847,accused,SAKSHAM SARAN,VEER RAO,43,M,Bengaluru Urban,2022
SYN-C-01435,SYN-P-00616,accused,AYUSHMAN TARA,QABIL BADAMI,37,M,Kalaburagi,2020
SYN-C-01436,SYN-P-01536,accused,TEJAS KUMAR,TARAK KARPE,34,M,Bengaluru Urban,2021
SYN-C-01437,SYN-P-01170,accused,DANIEL RAO,,35,M,Bengaluru Urban,2021
SYN-C-01438,SYN-P-00236,accused,U. MAHAL,CHATURA CHHABRA,51,F,Bengaluru Urban,2022
SYN-C-01438,SYN-P-00638,accused,ZASHIL DASH,,31,M,Bengaluru Urban,2022
SYN-C-01439,SYN-P-01690,accused,U. MADAN,FITAN PUROHIT,25,M,Bengaluru Urban,2019
SYN-C-01440,SYN-P-00769,accused,H. NAGI,ZEHAAN VERMA,36,M,Bengaluru Urban,2020
SYN-C-01440,SYN-P-01573,accused,PRANIT ANAND,,48,M,Bengaluru Urban,2020
SYN-C-01441,SYN-P-01563,accused,JACK PATLA,BALENDRA SALVI,28,M,Bengaluru Urban,2020
SYN-C-01442,SYN-P-00651,accused,GUNBIR BOSE,THEODORE HORA,20,M,Tumakuru,2023
SYN-C-01443,SYN-P-00809,accused,O. GANDHI,JOSHUA KATA,26,M,Bengaluru Urban,2021
SYN-C-01444,SYN-P-00377,accused,YAMINI RATTAN,GIRINDRA SAMA,50,F,Bengaluru Urban,2020
SYN-C-01445,SYN-P-00330,accused,L. GOLLA,GAUTAM VIG,54,M,Tumakuru,2019
SYN-C-01445,SYN-P-01651,accused,D. WADHWA,,49,M,Tumakuru,2019
SYN-C-01446,SYN-P-00502,accused,A. BHATTI,,25,M,Bengaluru Urban,2019
SYN-C-01447,SYN-P-00330,accused,LAKSHIT GOLLA,GAUTAM VIG,54,M,Tumakuru,2021
SYN-C-01447,SYN-P-00896,accused,KIAAN NARAYANAN,,16,M,Tumakuru,2021
SYN-C-01448,SYN-P-00725,accused,WYATT KAUL,WILLIAM PRAKASH,36,M,Mysuru,2019
SYN-C-01448,SYN-P-00178,accused,UDANT SHANKER,,40,M,Mysuru,2019
SYN-C-01449,SYN-P-01601,accused,TARAK RATTI,BENJAMIN PANT,28,M,Bengaluru Urban,2023
SYN-C-01450,SYN-P-01440,accused,QUINCY WAGLE,OSCAR ANNE,25,M,Bengaluru Urban,2021
SYN-C-01450,SYN-P-01113,accused,KAI CHAUDHARI,JATIN KOSHY,31,M,Bengaluru Urban,2021
SYN-C-01451,SYN-P-00991,accused,FINN D’ALIA,BAHADURJIT MISTRY,37,M,Bengaluru Urban,2019
SYN-C-01451,SYN-P-01539,accused,AZAD NAGI,,38,M,Bengaluru Urban,2019
SYN-C-01452,SYN-P-00693,accused,KAI DHAR,BAHADURJIT RAMAN,26,M,Bengaluru Urban,2019
SYN-C-01452,SYN-P-00589,accused,CALEB GARG,,52,M,Bengaluru Urban,2019
SYN-C-01453,SYN-P-01428,accused,YASTI SOOD,FARAS LAD,40,F,Bengaluru Urban,2019
SYN-C-01454,SYN-P-01315,accused,ZEHAAN VARUGHESE,DAKSHESH CHAUDHURI,50,M,Bengaluru Urban,2021
SYN-C-01455,SYN-P-01552,accused,AKSHAY BISWAS,OM DIVAN,47,M,Bengaluru Urban,2021
SYN-C-01455,SYN-P-00989,accused,TIMOTHY NAIR,OM BIR,41,M,Bengaluru Urban,2021
SYN-C-01456,SYN-P-00978,accused,K. SURI,,32,M,Mysuru,2023
SYN-C-01457,SYN-P-00086,accused,YATIN RAJA,WRIDDHISH MANI,22,M,Bengaluru Urban,2022
SYN-C-01457,SYN-P-00509,accused,RADHA BATRA,GAVIN SARAN,25,F,Bengaluru Urban,2022
SYN-C-01458,SYN-P-01049,accused,VICTOR DHINGRA,MAX WALLA,29,M,Tumakuru,2023
SYN-C-01458,SYN-P-01781,accused,MADHAV MISHRA,,34,M,Tumakuru,2023
SYN-C-01459,SYN-P-01854,accused,RUDRA MENON,BALVEER VOHRA,29,M,Bengaluru Urban,2023
SYN-C-01459,SYN-P-00678,accused,M. MERCHANT,YATIN NATT,30,M,Bengaluru Urban,2023
SYN-C-01460,SYN-P-00523,accused,REYANSH ROUT,AARNAV KHARE,45,M,Bengaluru Urban,2019
SYN-C-01460,SYN-P-00779,accused,O. PATIL,,46,M,Bengaluru Urban,2019
SYN-C-01461,SYN-P-00937,accused,GEORGE PILLAY,,50,M,Bengaluru Urban,2022
SYN-C-01461,SYN-P-00882,accused,SACHAR YUVRAJ,ABHIMANYU BHARDWAJ,42,M,Bengaluru Urban,2022
SYN-C-01462,SYN-P-00098,accused,O. RAO,GUNEET ARORA,22,M,Bengaluru Urban,2019
SYN-C-01462,SYN-P-01769,accused,ARIN PAI,RUDRA RANDHAWA,44,M,Bengaluru Urban,2019
SYN-C-01463,SYN-P-01213,accused,BALJIWAN WALLA,PRANIT BORA,48,M,Belagavi,2021
SYN-C-01464,SYN-P-01049,accused,VICTOR DHINGRA,MAX WALLA,28,M,Tumakuru,2019
SYN-C-01464,SYN-P-00118,accused,ANMOL AGARWAL,,44,M,Tumakuru,2019
SYN-C-01465,SYN-P-00116,accused,BALHAAR RAMAN,UDARSH KOTHARI,44,M,Bengaluru Urban,2021
SYN-C-01465,SYN-P-00784,accused,I. SAHOTA,AADI KATA,21,F,Bengaluru Urban,2021
SYN-C-01466,SYN-P-01322,accused,DHRUW UPPAL,ISAAC RAJAN,37,M,Bengaluru Urban,2019
SYN-C-01467,SYN-P-00958,accused,LUKE KARI,CHAKRADEV SULE,25,M,Bengaluru Urban,2019
SYN-C-01468,SYN-P-01881,accused,ONKAR SARAF,,20,M,Bengaluru Urban,2023
SYN-C-01468,SYN-P-01264,accused,H. SULE,DARSH THAKER,38,M,Bengaluru Urban,2023
SYN-C-01469,SYN-P-00527,accused,RANBIR PANT,RONITH VORA,46,M,Bengaluru Urban,2022
SYN-C-01470,SYN-P-00304,accused,O. MAND,CHAMPAK BANDI,24,M,Belagavi,2019
SYN-C-01471,SYN-P-01178,accused,ZEHAAN DUGAR,,34,M,Bengaluru Urban,2023
SYN-C-01472,SYN-P-00882,accused,SACHAR YUVRAJ,,43,M,Bengaluru Urban,2020
SYN-C-01472,SYN-P-00506,accused,JANAKI DUGAR,KIAAN DESHPANDE,35,F,Bengaluru Urban,2020
SYN-C-01472,SYN-P-00131,accused,AYUSHMAN GOUR,,38,M,Bengaluru Urban,2020
SYN-C-01472,SYN-P-00348,accused,BERA SAI,ETHAN PANDIT,16,M,Bengaluru Urban,2020
SYN-C-01472,SYN-P-01653,accused,FALAN LATA,,35,M,Bengaluru Urban,2020
SYN-C-01472,SYN-P-00072,accused,RAYAAN TOOR,JAIRAJ MEMON,46,M,Bengaluru Urban,2020
SYN-C-01472,SYN-P-00699,accused,HEMANG PANCHAL,LIAM ANNE,38,M,Bengaluru Urban,2020
SYN-C-01473,SYN-P-01515,accused,RAI GAUTAM,TEERTH PATHAK,21,M,Bengaluru Urban,2023
SYN-C-01474,SYN-P-00306,accused,VANSHA DEEP,ANIRUDH NIGAM,35,F,Bengaluru Urban,2022
SYN-C-01475,SYN-P-00488,accused,NEEL BALA,NAVEEN NARAIN,23,M,Bengaluru Urban,2022
SYN-C-01476,SYN-P-01063,accused,CHANDRAN MANDA,FARIQ SAVANT,34,M,Bengaluru Urban,2022
SYN-C-01476,SYN-P-01182,accused,VEDANT CHANDRA,JOSHUA CHATTERJEE,36,M,Bengaluru Urban,2022
SYN-C-01477,SYN-P-00853,accused,SUHANI SOLANKI,,32,F,Bengaluru Urban,2023
SYN-C-01477,SYN-P-00011,accused,BALVAN MURTHY,PARTH TANEJA,50,M,Bengaluru Urban,2023
SYN-C-01478,SYN-P-01077,accused,GHOSE EKIYA,ZASHIL BABU,32,F,Tumakuru,2023
SYN-C-01478,SYN-P-01148,accused,MANGAL ATHARV,NEEL BHARDWAJ,18,M,Tumakuru,2023
SYN-C-01479,SYN-P-01054,accused,ADITYA WABLE,YATIN BEN,22,M,Kalaburagi,2020
SYN-C-01479,SYN-P-01348,accused,R. BARAL,BALENDRA PINGLE,44,M,Kalaburagi,2020
SYN-C-01480,SYN-P-01696,accused,A. SOLANKI,JEREMIAH SANKARAN,26,M,Belagavi,2023
SYN-C-01481,SYN-P-01529,accused,MAX SHUKLA,,27,M,Bengaluru Urban,2022
SYN-C-01481,SYN-P-01611,accused,VANYA THAMAN,ABHIRAM KARPE,56,F,Bengaluru Urban,2022
SYN-C-01481,SYN-P-00076,accused,CHACKO RAYAAN,LIAM THAKKAR,23,M,Bengaluru Urban,2022
SYN-C-01481,SYN-P-01183,accused,NITESH NAGY,,47,M,Bengaluru Urban,2022
SYN-C-01481,SYN-P-01180,accused,GAUTAM DATE,REYANSH DESHMUKH,44,M,Bengaluru Urban,2022
SYN-C-01482,SYN-P-00365,accused,OM PANDEY,HARRISON MALHOTRA,21,M,Bengaluru Urban,2020
SYN-C-01483,SYN-P-00930,accused,HITESH SASTRY,SATHVIK PATIL,41,M,Bengaluru Urban,2019
SYN-C-01484,SYN-P-00720,accused,JACKSON TARA,QABIL DHILLON,26,M,Bengaluru Urban,2019
SYN-C-01484,SYN-P-01296,accused,CHATURA RAO,JACOB UPADHYAY,22,M,Bengaluru Urban,2019
SYN-C-01485,SYN-P-01586,accused,B. TRIVEDI,EKANSH RAJA,44,M,Bengaluru Urban,2020
SYN-C-01486,SYN-P-01138,accused,CHANDA ANAY,WYATT KAKAR,29,M,Tumakuru,2021
SYN-C-01486,SYN-P-00589,accused,CALEB GARG,KEVIN BALASUBRAMANIAN,52,M,Tumakuru,2021
SYN-C-01487,SYN-P-01403,accused,T. CHANDER,,51,M,Bengaluru Urban,2023
SYN-C-01488,SYN-P-01301,accused,UMANG DUGAL,DAKSHESH DEVI,27,M,Mysuru,2019
SYN-C-01489,SYN-P-00397,accused,R. NAYAK,BACHITTAR DASGUPTA,45,M,Bengaluru Urban,2023
SYN-C-01490,SYN-P-01888,accused,EKARAJ PATIL,ETHAN DUTTA,41,M,Bengaluru Urban,2020
SYN-C-01491,SYN-P-01852,accused,SIMON ZACHARIA,QADIM SHENOY,23,M,Bengaluru Urban,2021
SYN-C-01491,SYN-P-01706,accused,GAURANG RAVEL,,40,M,Bengaluru Urban,2021
SYN-C-01492,SYN-P-00354,accused,MAANAS CHOWDHURY,,19,M,Bengaluru Urban,2021
SYN-C-01492,SYN-P-00059,accused,KRISHNA DAYAL,,44,M,Bengaluru Urban,2021
SYN-C-01493,SYN-P-00486,accused,BHANDARI KAVYA,ARJUN BUCH,42,F,Bengaluru Urban,2020
SYN-C-01494,SYN-P-00001,accused,R. BHARDWAJ,,32,F,Bengaluru Urban,2021
SYN-C-01495,SYN-P-00424,accused,KHANNA WARHI,AARUSH VARMA,55,F,Bengaluru Urban,2023
SYN-C-01495,SYN-P-01235,accused,MICHAEL DALAL,GAUTAM SHERE,50,M,Bengaluru Urban,2023
SYN-C-01496,SYN-P-01514,accused,ANDREW KALA,,47,M,Bengaluru Urban,2019
SYN-C-01496,SYN-P-00912,accused,JEET VAIDYA,MAANAV MEMON,26,M,Bengaluru Urban,2019
SYN-C-01496,SYN-P-01335,accused,KRISH SHETH,ONKAR DHAWAN,50,M,Bengaluru Urban,2019
SYN-C-01497,SYN-P-00676,accused,TANISH CHOUDHRY,PATRICK CHANDRA,46,M,Bengaluru Urban,2020
SYN-C-01497,SYN-P-01080,accused,INDRAJIT MUKHERJEE,,35,M,Bengaluru Urban,2020
SYN-C-01498,SYN-P-01529,accused,M. SHUKLA,ARYAN MURTY,24,M,Bengaluru Urban,2022
SYN-C-01498,SYN-P-01834,accused,N. NIGAM,RAGHAV SANT,20,M,Bengaluru Urban,2022
SYN-C-01499,SYN-P-01874,accused,OJAS JOHAL,CHATURA ACHARYA,50,M,Bengaluru Urban,2023
SYN-C-01499,SYN-P-00872,accused,JAGAT CHOUDHRY,CHANDRESH HANS,34,M,Bengaluru Urban,2023
SYN-C-00000,SYN-V-00000,victim,U. MAHARAJ,BAHADURJIT NARAYANAN,55,F,Bengaluru Urban,2023
SYN-C-00000,SYN-V-00001,victim,TANVEER SHANKAR,ZAYYAN CHAUDHURI,28,M,Bengaluru Urban,2023
SYN-C-00000,SYN-V-00002,victim,OWEN SHROFF,,28,M,Bengaluru Urban,2023
SYN-C-00001,SYN-V-00003,victim,YASHAWINI KAMDAR,AARAV THAKER,34,F,Mysuru,2021
SYN-C-00002,SYN-V-00004,victim,RANBIR DAYAL,BENJAMIN CHACKO,41,M,Bengaluru Urban,2023
SYN-C-00003,SYN-V-00005,victim,AARNA MORE,,37,F,Bengaluru Urban,2020
SYN-C-00004,SYN-V-00006,victim,D. HANDA,IKBAL GADE,27,F,Bengaluru Urban,2020
SYN-C-00005,SYN-V-00007,victim,J. BHATTI,,34,M,Mysuru,2020
SYN-C-00006,SYN-V-00008,victim,DHALIWAL CHAMELI,NAVEEN GOSWAMI,30,F,Belagavi,2019
SYN-C-00007,SYN-V-00009,victim,NICHOLAS CHAND,AYUSHMAN SESHADRI,17,M,Kalaburagi,2022
SYN-C-00008,SYN-V-00010,victim,ROHAN DUBE,,59,M,Kalaburagi,2020
SYN-C-00008,SYN-V-00011,victim,HARDIK LANKA,FREDERICK ACHARYA,29,M,Kalaburagi,2020
SYN-C-00009,SYN-V-00012,victim,TOOR YUG,,72,M,Bengaluru Urban,2022
SYN-C-00010,SYN-V-00013,victim,A. BALASUBRAMANIAN,,45,M,Bengaluru Urban,2020
SYN-C-00011,SYN-V-00014,victim,ANMOL BAJWA,,37,M,Bengaluru Urban,2020
SYN-C-00012,SYN-V-00015,victim,URVI KATA,,42,F,Bengaluru Urban,2020
SYN-C-00013,SYN-V-00016,victim,H. JOHAL,UMANG KRISHNA,44,M,Bengaluru Urban,2021
SYN-C-00014,SYN-V-00017,victim,SAMESH PARIKH,SARTHAK SANKAR,35,M,Bengaluru Urban,2022
SYN-C-00014,SYN-V-00018,victim,TRIVENI BAJAJ,DALBIR RADHAKRISHNAN,73,F,Bengaluru Urban,2022
SYN-C-00015,SYN-V-00019,victim,ANIRUDH KAPADIA,SHIVANSH ARORA,23,M,Bengaluru Urban,2022
SYN-C-00016,SYN-V-00020,victim,Y. DOSHI,GAUTAM JAYARAMAN,21,F,Tumakuru,2023
SYN-C-00017,SYN-V-00021,victim,INDALI MANGAT,,31,F,Kalaburagi,2019
SYN-C-00018,SYN-V-00022,victim,JAIRAJ EDWIN,EKBAL MITAL,38,M,Bengaluru Urban,2023
SYN-C-00018,SYN-V-00023,victim,NIHAL CHEEMA,GOPAL VASA,69,M,Bengaluru Urban,2023
SYN-C-00018,SYN-V-00024,victim,LILA PANDIT,QADIM MITTER,54,F,Bengaluru Urban,2023
SYN-C-00019,SYN-V-00025,victim,GOPAL JAGDISH,RYAN HAYRE,63,M,Tumakuru,2023
SYN-C-00020,SYN-V-00026,victim,OM DASS,JACKSON SANI,36,M,Bengaluru Urban,2019
SYN-C-00021,SYN-V-00027,victim,JACK KURIAN,AKSHAY KEER,39,M,Bengaluru Urban,2019
SYN-C-00022,SYN-V-00028,victim,AYUSHMAN VARMA,RANVEER IYER,53,M,Bengaluru Urban,2023
SYN-C-00022,SYN-V-00029,victim,AARNAV PALLA,BALENDRA SAGAR,39,M,Bengaluru Urban,2023
SYN-C-00023,SYN-V-00030,victim,KASHVI MANDER,GABRIEL DESAI,24,F,Belagavi,2022
SYN-C-00024,SYN-V-00031,victim,GAUTAMI KRISHNAN,PATRICK GADE,54,F,Belagavi,2021
SYN-C-00025,SYN-V-00032,victim,R. DEY,,36,F,Bengaluru Urban,2022
SYN-C-00026,SYN-V-00033,victim,LAVANYA BARAL,,68,F,Bengaluru Urban,2022
SYN-C-00026,SYN-V-00034,victim,MOHANTY ONKAR,ALEXANDER SACHDEV,45,M,Bengaluru Urban,2022
SYN-C-00026,SYN-V-00035,victim,TANVEER KADE,,30,M,Bengaluru Urban,2022
