person_id,name,father_name,gender,age,home_district,is_repeat_offender,n_cases
SYN-V-00129,Hemal Hora,Ethan Sridhar,F,70,Bengaluru Urban,False,1
SYN-V-00130,Girik Soni,Tejas Varma,M,56,Bengaluru Urban,False,1
SYN-V-00131,Om Chand,Xavier Raj,M,36,Bengaluru Urban,False,1
SYN-V-00132,Aarav Misra,Balendra Sharaf,M,54,Bengaluru Urban,False,1
SYN-V-00133,Fitan Narula,Harrison Narula,M,27,Bengaluru Urban,False,1
SYN-V-00134,Chasmum Padmanabhan,Andrew Panchal,F,31,Belagavi,False,1
SYN-V-00135,Yutika Hegde,Zashil Jayaraman,F,20,Belagavi,False,1
SYN-V-00136,Yashica Atwal,Tanish Jain,F,52,Bengaluru Urban,False,1
SYN-V-00137,Nachiket Ganesan,Wahab Oak,M,63,Belagavi,False,1
SYN-V-00138,Ojas Handa,Zashil Din,M,33,Belagavi,False,1
SYN-V-00139,Daniel Deo,Darsh Khosla,M,65,Bengaluru Urban,False,1
SYN-V-00140,Nathaniel Sagar,Gunbir Sanghvi,M,74,Bengaluru Urban,False,1
SYN-V-00141,Jonathan Roy,Kevin Kota,M,46,Tumakuru,False,1
SYN-V-00142,Rishi Kumer,Brijesh Sastry,M,52,Bengaluru Urban,False,1
SYN-V-00143,Samesh Gulati,Saksham Raj,M,22,Bengaluru Urban,False,1
SYN-V-00144,Yatin Reddy,Sathvik Barman,M,26,Bengaluru Urban,False,1
SYN-V-00145,Samaksh Mani,Quincy Kapadia,M,36,Mysuru,False,1
SYN-V-00146,Yuvraj Subramaniam,Victor Sharaf,M,32,Bengaluru Urban,False,1
SYN-V-00147,Jagvi Doshi,Zaid Som,F,66,Bengaluru Urban,False,1
SYN-V-00148,Anusha Bhagat,Chakradev Pall,F,72,Bengaluru Urban,False,1
SYN-V-00149,Devansh Datta,Gunbir Wali,M,18,Bengaluru Urban,False,1
SYN-V-00150,Balveer Atwal,Qarin Rattan,M,61,Bengaluru Urban,False,1
SYN-V-00151,Isaac Shukla,Yagnesh Bava,M,33,Bengaluru Urban,False,1
SYN-V-00152,Rachana Ganesh,Arjun Aurora,F,18,Mysuru,False,1
SYN-V-00153,Chandani Kanda,Tanay Dara,F,61,Bengaluru Urban,False,1
SYN-V-00154,Laban Tata,David Koshy,M,49,Mysuru,False,1
SYN-V-00155,Mohammed Varty,Fiyaz Kamdar,M,53,Belagavi,False,1
SYN-V-00156,Arin Koshy,Vedant Korpal,M,16,Belagavi,False,1
SYN-V-00157,Yadavi Mutti,Nakul Palla,F,18,Belagavi,False,1
SYN-V-00158,Gaurangi Mital,Dalbir Kothari,F,47,Bengaluru Urban,False,1
SYN-V-00159,Rajata Sharaf,Dalbir Bail,F,62,Kalaburagi,False,1
SYN-V-00160,Simon Dass,Kai Ray,M,73,Bengaluru Urban,False,1
SYN-V-00161,Karan Thaker,Saksham Nanda,M,58,Bengaluru Urban,False,1
SYN-V-00162,Anika Chakraborty,Isaac Tandon,F,16,Kalaburagi,False,1
SYN-V-00163,Ojas Dhar,Harshil Virk,M,41,Belagavi,False,1
SYN-V-00164,Lajita Jhaveri,Dev Natt,F,28,Bengaluru Urban,False,1
SYN-V-00165,Ranveer Randhawa,Jagdish Oak,M,62,Bengaluru Urban,False,1
SYN-V-00166,Ishita Solanki,Rudra Mutti,F,65,Kalaburagi,False,1
SYN-V-00167,Anay Sharma,Viraj Ratta,M,45,Bengaluru Urban,False,1
SYN-V-00168,Januja Gour,Nitesh Rout,F,74,Bengaluru Urban,False,1
SYN-V-00169,Bhavika Lal,Aarnav Shan,F,61,Bengaluru Urban,False,1
SYN-V-00170,Kiaan Dyal,Shaurya Upadhyay,M,21,Bengaluru Urban,False,1
SYN-V-00171,Frederick Dua,Balendra Sem,M,21,Bengaluru Urban,False,1
SYN-V-00172,Idika Arora,Dakshesh Hari,F,18,Bengaluru Urban,False,1
SYN-V-00173,Oeshi Vyas,Gopal Subramanian,F,46,Bengaluru Urban,False,1
SYN-V-00174,Anay Vasa,Dakshesh D’Alia,M,36,Bengaluru Urban,False,1
SYN-V-00175,Vritti Panchal,Aryan Vora,F,44,Bengaluru Urban,False,1
SYN-V-00176,Nitesh Sanghvi,Orinder Gera,M,58,Bengaluru Urban,False,1
SYN-V-00177,Sai Wadhwa,Ishaan Virk,M,31,Tumakuru,False,1
SYN-V-00178,Wriddhish Kunda,Ayush Joshi,M,27,Tumakuru,False,1
SYN-V-00179,Viraj Verma,Daksh Bora,M,26,Bengaluru Urban,False,1
SYN-V-00180,Vanya Naidu,Dalbir Doshi,F,64,Bengaluru Urban,False,1
SYN-V-00181,Shravya Dua,Harsh Tripathi,F,37,Bengaluru Urban,False,1
SYN-V-00182,Dhruv Sani,Kalpit Mane,M,33,Bengaluru Urban,False,1
SYN-V-00183,Abeer Pai,Falan Kannan,M,23,Tumakuru,False,1
SYN-V-00184,Nimrat Chhabra,Indrajit Zacharia,F,47,Bengaluru Urban,False,1
SYN-V-00185,Urvashi Nath,Gopal Prabhakar,F,74,Tumakuru,False,1
SYN-V-00186,Nandini Chaudhuri,Mohammed Cherian,F,66,Bengaluru Urban,False,1
SYN-V-00187,Yatin De,Nakul Dasgupta,M,64,Bengaluru Urban,False,1
SYN-V-00188,Bhavya Kuruvilla,Alexander Walla,F,44,Mysuru,False,1
SYN-V-00189,Anusha Balakrishnan,Dalbir Wason,F,26,Bengaluru Urban,False,1
SYN-V-00190,Chakradev Kaul,Advaith Puri,M,17,Bengaluru Urban,False,1
SYN-V-00191,Qasim Tank,Vihaan Dutta,M,35,Bengaluru Urban,False,1
SYN-V-00192,Samesh Vohra,Girindra Sawhney,M,21,Mysuru,False,1
SYN-V-00193,Balveer Mittal,Advay Dora,M,17,Bengaluru Urban,False,1
SYN-V-00194,Banjeet Balay,Devansh Jaggi,M,18,Mysuru,False,1
SYN-V-00195,Qushi Boase,Andrew Atwal,F,71,Mysuru,False,1
SYN-V-00196,Sudiksha Cherian,Warinder Sen,F,31,Mysuru,False,1
SYN-V-00197,Aayush Gaba,Robert Varughese,M,45,Belagavi,False,1
SYN-V-00198,Anya Sahota,Lakshit Soni,F,16,Bengaluru Urban,False,1
SYN-V-00199,Victor Parmar,Ikbal Loke,M,70,Bengaluru Urban,False,1
SYN-V-00200,Zansi Chand,Abhimanyu Borah,F,66,Tumakuru,False,1
SYN-V-00201,Henry Devi,Jagat Mistry,M,33,Bengaluru Urban,False,1
SYN-V-00202,Zaitra Kuruvilla,Sathvik Palla,F,56,Bengaluru Urban,False,1
SYN-V-00203,Wahab Sandal,William Sehgal,M,74,Kalaburagi,False,1
SYN-V-00204,Gopal Naik,Wyatt Apte,M,68,Kalaburagi,False,1
SYN-V-00205,Lakshit D’Alia,Kiaan Krishna,M,20,Bengaluru Urban,False,1
SYN-V-00206,Indrajit Sur,Noah Mishra,M,46,Bengaluru Urban,False,1
SYN-V-00207,Simon Mannan,Tanay Gupta,M,34,Bengaluru Urban,False,1
SYN-V-00208,Unnati Bose,Utkarsh Dara,F,71,Bengaluru Urban,False,1
SYN-V-00209,Hemal Rajagopalan,Dhruv Behl,F,33,Tumakuru,False,1
SYN-V-00210,Thomas Radhakrishnan,Maanav Kalla,M,20,Tumakuru,False,1
SYN-V-00211,Divya Pillai,Ryan Anne,F,17,Tumakuru,False,1
SYN-V-00212,Yoshita Choudhury,Imaran Palla,F,60,Bengaluru Urban,False,1
SYN-V-00213,Dhruv Thakkar,Yash Andra,M,72,Bengaluru Urban,False,1
SYN-V-00214,Xiti Lad,Azad Sachar,F,20,Bengaluru Urban,False,1
SYN-V-00215,Isaiah Kata,Yagnesh Wadhwa,M,65,Belagavi,False,1
SYN-V-00216,Manan Suri,Isaiah Peri,M,66,Bengaluru Urban,False,1
SYN-V-00217,Ekanta Saraf,Pranit Hayre,F,48,Mysuru,False,1
SYN-V-00218,Abeer Mane,Qarin Gour,M,26,Kalaburagi,False,1
SYN-V-00219,Urvi Saran,Aayush Khare,F,47,Bengaluru Urban,False,1
SYN-V-00220,Jagat Nath,Faras Parsa,M,47,Bengaluru Urban,False,1
SYN-V-00221,Lekha Keer,Advik Mistry,F,67,Bengaluru Urban,False,1
SYN-V-00222,Nitara Amble,Zayan Tripathi,F,63,Bengaluru Urban,False,1
SYN-V-00223,Omaja Johal,Ayaan Gara,F,56,Bengaluru Urban,False,1
SYN-V-00224,Nimrat Chandra,Falan Jayaraman,F,41,Bengaluru Urban,False,1
SYN-V-00225,Naksh Prasad,Daniel Borah,M,47,Bengaluru Urban,False,1
SYN-V-00226,Chameli Dada,Veer Ghosh,F,50,Bengaluru Urban,False,1
SYN-V-00227,Udarsh Rastogi,Siddharth Shenoy,M,31,Bengaluru Urban,False,1
SYN-V-00228,Nakul Mukherjee,Jeremiah Aurora,M,31,Tumakuru,False,1
SYN-V-00229,Harish Raju,Chandran Bali,M,30,Bengaluru Urban,False,1
SYN-V-00230,Harsh Nagi,Farhan Aurora,M,34,Bengaluru Urban,False,1
SYN-V-00231,Atharv Iyengar,Ekbal Chandran,M,69,Bengaluru Urban,False,1
SYN-V-00232,Mekhala Dhillon,Anirudh Nanda,F,50,Bengaluru Urban,False,1
SYN-V-00233,Saanvi Chand,Banjeet Kaul,F,62,Bengaluru Urban,False,1
SYN-V-00234,Ganga Pathak,Ojas Warrior,F,16,Bengaluru Urban,False,1
SYN-V-00235,Balhaar Sama,Joshua Mody,M,23,Bengaluru Urban,False,1
SYN-V-00236,Baljiwan Peri,Zaid Chahal,M,43,Bengaluru Urban,False,1
SYN-V-00237,Manthan Vaidya,Yug Subramaniam,M,68,Belagavi,False,1
SYN-V-00238,Omya Sandhu,Timothy Muni,F,56,Bengaluru Urban,False,1
SYN-V-00239,Arunima Dixit,Hredhaan Date,F,73,Bengaluru Urban,False,1
SYN-V-00240,Aarav Dua,Gunbir Nagar,M,32,Kalaburagi,False,1
SYN-V-00241,Anirudh Nayak,Darpan Loke,M,36,Bengaluru Urban,False,1
SYN-V-00242,Libni Tara,Azaan Sane,F,65,Bengaluru Urban,False,1
SYN-V-00243,Om Sant,Abhiram Batra,M,66,Bengaluru Urban,False,1
SYN-V-00244,Garima Jha,Vihaan Ben,F,18,Mysuru,False,1
SYN-V-00245,Gaurav Randhawa,Azad Nagar,M,28,Kalaburagi,False,1
SYN-V-00246,Sudiksha Varkey,Ekbal Chawla,F,62,Mysuru,False,1
SYN-V-00247,Hardik Das,Abhimanyu Mukherjee,M,74,Bengaluru Urban,False,1
SYN-V-00248,Bachittar Sankaran,Zayyan Saran,M,71,Mysuru,False,1
SYN-V-00249,Avni Sani,Samaksh Shere,F,20,Belagavi,False,1
SYN-V-00250,Gaurang Baral,Dominic Soman,M,40,Belagavi,False,1
SYN-V-00251,Jeet Chokshi,Falan Bhagat,M,39,Belagavi,False,1
SYN-V-00252,Fiyaz Dayal,Siddharth Sheth,M,72,Belagavi,False,1
SYN-V-00253,Abha Tandon,Qarin Walla,F,63,Belagavi,False,1
SYN-V-00254,Yadavi Loyal,Jeremiah Bhagat,F,26,Bengaluru Urban,False,1
SYN-V-00255,Warinder Kalla,Yash Nayak,M,65,Bengaluru Urban,False,1
SYN-V-00256,Gagan Dalal,Charan Kakar,M,25,Bengaluru Urban,False,1
SYN-V-00257,Bhavya Chakraborty,Praneel Kanda,F,44,Bengaluru Urban,False,1
SYN-V-00258,Patrick Prashad,Jeet Doshi,M,71,Bengaluru Urban,False,1
SYN-V-00259,Ishaan Goel,Kalpit Dhingra,M,31,Bengaluru Urban,False,1
SYN-V-00260,Raagini Murty,Frado Dua,F,26,Belagavi,False,1
SYN-V-00261,Chakradev Kaur,Abhimanyu Sandhu,M,22,Bengaluru Urban,False,1
SYN-V-00262,Quincy Som,Matthew Suri,M,42,Bengaluru Urban,False,1
SYN-V-00263,Henry Naik,Rachit Pillay,M,35,Bengaluru Urban,False,1
SYN-V-00264,Jonathan Mittal,Dakshesh Barad,M,29,Belagavi,False,1
SYN-V-00265,Hardik Sibal,Yash Madan,M,74,Bengaluru Urban,False,1
SYN-V-00266,Adweta Karnik,Zayyan Krishnan,F,31,Tumakuru,False,1
SYN-V-00267,Adya Kala,Baljiwan Oak,F,61,Bengaluru Urban,False,1
SYN-V-00268,Henry Gokhale,Naksh Singh,M,46,Kalaburagi,False,1
SYN-V-00269,Tejas Lata,Banjeet Yogi,M,34,Bengaluru Urban,False,1
SYN-V-00270,Kritika Batta,Girik Warrior,F,46,Bengaluru Urban,False,1
SYN-V-00271,Eesha Yadav,Krishna Sibal,F,25,Bengaluru Urban,False,1
SYN-V-00272,Farhan Rattan,Krish Ben,M,30,Bengaluru Urban,False,1
SYN-V-00273,Yagnesh Rattan,Rushil Radhakrishnan,M,62,Bengaluru Urban,False,1
SYN-V-00274,Ekaraj Banik,Kai Sankar,M,64,Bengaluru Urban,False,1
SYN-V-00275,Zayan Mittal,Krish Dash,M,44,Belagavi,False,1
SYN-V-00276,Niharika Parmar,Raghav Kumar,F,25,Kalaburagi,False,1
SYN-V-00277,Henry Sule,Chatura Sekhon,M,71,Tumakuru,False,1
SYN-V-00278,Damyanti Minhas,Tanish Sule,F,31,Tumakuru,False,1
SYN-V-00279,Adya Choudhry,Harish Kaul,F,53,Mysuru,False,1
SYN-V-00280,Pratyush Gaba,Fitan Koshy,M,38,Belagavi,False,1
SYN-V-00281,Benjamin Chatterjee,Madhav Shetty,M,55,Bengaluru Urban,False,1
SYN-V-00282,Nitara Bhandari,Jackson Virk,F,24,Bengaluru Urban,False,1
SYN-V-00283,Zayan Rao,Tarak Palan,M,45,Bengaluru Urban,False,1
SYN-V-00284,Faris Mani,Imaran Grewal,M,50,Bengaluru Urban,False,1
SYN-V-00285,Krishna Borah,Daksh Bera,F,73,Bengaluru Urban,False,1
SYN-V-00286,Zaitra Biswas,Ekbal Bhargava,F,25,Bengaluru Urban,False,1
SYN-V-00287,Advaith Agate,Zaid Doctor,M,57,Bengaluru Urban,False,1
SYN-V-00288,Arunima Ray,Naveen Handa,F,39,Bengaluru Urban,False,1
SYN-V-00289,Damini Baria,Ekbal Bhakta,F,57,Bengaluru Urban,False,1
SYN-V-00290,Guneet Lata,Ekbal Bahri,M,47,Kalaburagi,False,1
SYN-V-00291,Tarak Rajan,Azad Mishra,M,30,Bengaluru Urban,False,1
SYN-V-00292,Kashvi Bains,Yatin Rai,F,71,Mysuru,False,1
SYN-V-00293,Azad Shankar,Warjas Dey,M,58,Kalaburagi,False,1
SYN-V-00294,Abhimanyu Bhargava,Gabriel Boase,M,49,Bengaluru Urban,False,1
SYN-V-00295,Meghana Cherian,Harshil Varghese,F,30,Bengaluru Urban,False,1
SYN-V-00296,Idika Sabharwal,Kiaan Khatri,F,56,Bengaluru Urban,False,1
SYN-V-00297,Chatresh Sandal,Charles Ravel,M,20,Mysuru,False,1
SYN-V-00298,Ijaya Kade,Saksham Tata,F,27,Mysuru,False,1
SYN-V-00299,Quincy Bhat,Yatan Bhagat,M,53,Bengaluru Urban,False,1
SYN-V-00300,Ira Taneja,Rehaan Sathe,F,69,Bengaluru Urban,False,1
SYN-V-00301,Girik Mital,Balendra Pillay,M,18,Bengaluru Urban,False,1
SYN-V-00302,Damyanti Sinha,Tanay Bassi,F,72,Bengaluru Urban,False,1
SYN-V-00303,Ekaraj Kapur,Ayush Mitra,M,18,Bengaluru Urban,False,1
SYN-V-00304,Hritik Shroff,Shaurya Bhatia,M,54,Bengaluru Urban,False,1
SYN-V-00305,Anirudh Sabharwal,Rayaan Sankaran,M,25,Bengaluru Urban,False,1
SYN-V-00306,Vinaya Krish,Wriddhish Saha,F,66,Bengaluru Urban,False,1
SYN-V-00307,Gagan Kara,Manthan Pandit,M,48,Bengaluru Urban,False,1
SYN-V-00308,Ryan Sunder,Dhruv Deep,M,54,Bengaluru Urban,False,1
SYN-V-00309,Jacob Bandi,Udarsh Sunder,M,56,Bengaluru Urban,False,1
SYN-V-00310,Vedika Raju,Michael Bir,F,66,Bengaluru Urban,False,1
SYN-V-00311,Upadhriti Vyas,Atharv Bail,F,36,Kalaburagi,False,1
SYN-V-00312,Tanish Bawa,Wahab Sane,M,72,Kalaburagi,False,1
SYN-V-00313,Ikshita Kar,Dakshesh Khanna,F,18,Bengaluru Urban,False,1
SYN-V-00314,Lila Edwin,Michael Singhal,F,59,Bengaluru Urban,False,1
SYN-V-00315,Hredhaan Prakash,Gunbir Chanda,M,49,Mysuru,False,1
SYN-V-00316,Xiti Halder,Fariq Nori,F,47,Mysuru,False,1
SYN-V-00317,Mitesh Khanna,Jonathan Luthra,M,30,Bengaluru Urban,False,1
SYN-V-00318,Yashodhara Varughese,Ronith Bakshi,F,50,Belagavi,False,1
SYN-V-00319,Vasana Amble,Qabil Guha,F,66,Bengaluru Urban,False,1
SYN-V-00320,Harrison Sha,Atharv Dugal,M,40,Bengaluru Urban,False,1
SYN-V-00321,Charan Bath,Mason Ganesh,M,56,Bengaluru Urban,False,1
SYN-V-00322,Ira Gandhi,Umang Dhar,F,33,Tumakuru,False,1
SYN-V-00323,Ubika Dugar,Aadi Magar,F,22,Bengaluru Urban,False,1
SYN-V-00324,Ishaan D’Alia,Gavin Badal,M,33,Bengaluru Urban,False,1
SYN-V-00325,Chanakya Bora,Agastya Khurana,M,38,Bengaluru Urban,False,1
SYN-V-00326,Harini Suresh,Qabil Bhatti,F,29,Bengaluru Urban,False,1
SYN-V-00327,Hiral Munshi,Indrajit Mital,F,70,Bengaluru Urban,False,1
SYN-V-00328,Lavanya Issac,Siddharth Raghavan,F,19,Bengaluru Urban,False,1
SYN-V-00329,Lopa Devan,Upkaar Bal,F,67,Bengaluru Urban,False,1
SYN-V-00330,Isaiah Kurian,Ronith Bedi,M,48,Bengaluru Urban,False,1
SYN-V-00331,Abeer Kumer,Girish Saini,M,52,Bengaluru Urban,False,1
SYN-V-00332,Ridhi Natt,Frado Ravel,F,47,Bengaluru Urban,False,1
SYN-V-00333,Christopher Hayer,Timothy Palan,M,45,Bengaluru Urban,False,1
SYN-V-00334,Mekhala Bhakta,Tanish Nath,F,29,Bengaluru Urban,False,1
SYN-V-00335,Udyati Sastry,Wyatt Narasimhan,F,70,Kalaburagi,False,1
SYN-V-00336,Victor Batta,Imaran Sankar,M,16,Kalaburagi,False,1
SYN-V-00337,Rudra Pau,Balvan Bhavsar,M,16,Bengaluru Urban,False,1
SYN-V-00338,Fiyaz Kaul,Nihal Keer,M,67,Bengaluru Urban,False,1
SYN-V-00339,Fariq Ramachandran,Jacob Thaker,M,60,Bengaluru Urban,False,1
SYN-V-00340,Anmol Nagy,Kiaan Amble,M,56,Bengaluru Urban,False,1
SYN-V-00341,Joshua Soni,Rachit Gupta,M,62,Bengaluru Urban,False,1
SYN-V-00342,Balvan Sodhi,Ryan Keer,M,69,Bengaluru Urban,False,1
SYN-V-00343,Ati D’Alia,Ekalinga Garg,F,49,Bengaluru Urban,False,1
SYN-V-00344,Aryan Merchant,Jai Upadhyay,M,29,Bengaluru Urban,False,1
SYN-V-00345,Abhimanyu Peri,Yagnesh Dhar,M,39,Bengaluru Urban,False,1
SYN-V-00346,Chandresh Gour,Hitesh Manne,M,53,Bengaluru Urban,False,1
SYN-V-00347,Nathan Golla,Viraj Morar,M,56,Bengaluru Urban,False,1
SYN-V-00348,Orinder Kaur,Daniel Walia,M,66,Bengaluru Urban,False,1
SYN-V-00349,Fitan Soni,Ayaan Nagi,M,59,Bengaluru Urban,False,1
SYN-V-00350,Bhanumati Mital,Dakshesh Balasubramanian,F,37,Bengaluru Urban,False,1
SYN-V-00351,Suhani Krishnan,Ayush Bajwa,F,47,Bengaluru Urban,False,1
SYN-V-00352,Nitesh Varkey,Fiyaz Chanda,M,22,Bengaluru Urban,False,1
SYN-V-00353,Anamika Sahota,Hritik Jain,F,24,Bengaluru Urban,False,1
SYN-V-00354,Dhriti Sur,Gagan Mishra,F,27,Bengaluru Urban,False,1
SYN-V-00355,Madhavi Nagy,Chakradhar Mallick,F,70,Bengaluru Urban,False,1
SYN-V-00356,Girindra Comar,Saksham Virk,M,72,Bengaluru Urban,False,1
SYN-V-00357,Raksha Sachdev,Hardik Solanki,F,39,Bengaluru Urban,False,1
SYN-V-00358,Edhitha Bahl,Timothy Warrior,F,17,Bengaluru Urban,False,1
SYN-V-00359,Patrick Varty,Rushil Ahluwalia,M,57,Mysuru,False,1
SYN-V-00360,Vedant Kari,Gopal Wable,M,29,Bengaluru Urban,False,1
SYN-V-00361,Yatan Chaudry,Mohammed Om,M,32,Bengaluru Urban,False,1
SYN-V-00362,Abeer Sangha,Ranbir Mohanty,M,24,Kalaburagi,False,1
SYN-V-00363,Ishita Tak,Lakshit Nanda,F,59,Bengaluru Urban,False,1
SYN-V-00364,Damini Sharma,Nathaniel Narang,F,60,Bengaluru Urban,False,1
SYN-V-00365,Chatresh Yadav,Girish Sachar,M,28,Bengaluru Urban,False,1
SYN-V-00366,Jack Bhardwaj,Thomas Sundaram,M,50,Bengaluru Urban,False,1
SYN-V-00367,Leela Khalsa,Nathaniel Bhatia,F,73,Mysuru,False,1
SYN-V-00368,Udant Nagi,Praneel Khatri,M,51,Bengaluru Urban,False,1
SYN-V-00369,Warhi Prakash,Agastya Buch,F,55,Bengaluru Urban,False,1
SYN-V-00370,Jai Jain,Darsh Mitra,M,45,Bengaluru Urban,False,1
SYN-V-00371,Gunbir Sengupta,Nachiket Viswanathan,M,58,Bengaluru Urban,False,1
SYN-V-00372,Wishi Reddy,Warjas Dewan,F,67,Bengaluru Urban,False,1
SYN-V-00373,Netra Dua,Isaac Dutta,F,65,Bengaluru Urban,False,1
SYN-V-00374,Girik Boase,Shaurya Bobal,M,26,Bengaluru Urban,False,1
SYN-V-00375,Gagan Pradhan,Faras Lata,M,72,Kalaburagi,False,1
SYN-V-00376,Om Naik,Tristan Dhingra,M,60,Bengaluru Urban,False,1
SYN-V-00377,Faras Nadkarni,Pranit Dar,M,66,Bengaluru Urban,False,1
SYN-V-00378,Indali Mall,Ishwar Rao,F,72,Bengaluru Urban,False,1
SYN-V-00379,Chandresh Goyal,Dhruv Parmar,M,26,Belagavi,False,1
SYN-V-00380,Imaran Sengupta,Luke Dhingra,M,42,Bengaluru Urban,False,1
SYN-V-00381,Lopa Gulati,Krish Rajan,F,34,Bengaluru Urban,False,1
SYN-V-00382,Dev Barman,Pratyush Ahluwalia,M,37,Bengaluru Urban,False,1
SYN-V-00383,Omkaar Mukherjee,Chaitanya Ahluwalia,M,64,Bengaluru Urban,False,1
SYN-V-00384,Viraj Chand,Tanish Loyal,M,74,Bengaluru Urban,False,1
SYN-V-00385,Kalpit Chadha,Harsh Sheth,M,58,Bengaluru Urban,False,1
SYN-V-00386,Reyansh Saran,Thomas Ramanathan,M,61,Mysuru,False,1
SYN-V-00387,Neha Pathak,Wridesh Warrior,F,22,Bengaluru Urban,False,1
SYN-V-00388,Amol Sunder,Fiyaz Pillay,M,39,Bengaluru Urban,False,1
SYN-V-00389,Raksha Jha,Maanav Mallick,F,49,Bengaluru Urban,False,1
SYN-V-00390,Keya Banik,Tanay Arya,F,46,Kalaburagi,False,1
SYN-V-00391,Ekaraj Nori,Viraj Dora,M,51,Bengaluru Urban,False,1
SYN-V-00392,Teerth Randhawa,Faqid Tella,M,39,Bengaluru Urban,False,1
SYN-V-00393,Abdul Choudhury,Gavin Sabharwal,M,64,Bengaluru Urban,False,1
SYN-V-00394,Amruta Krishnamurthy,Aditya Bhattacharyya,F,35,Tumakuru,False,1
SYN-V-00395,Luke Mohanty,Ekaraj De,M,65,Tumakuru,False,1
SYN-V-00396,Reva Munshi,Ekaraj Tripathi,F,48,Tumakuru,False,1
SYN-V-00397,Sarthak Bassi,Quincy Naik,M,71,Kalaburagi,False,1
SYN-V-00398,Darika Bhat,Ayaan Karan,F,25,Bengaluru Urban,False,1
SYN-V-00399,Parth Wable,Farhan Mitter,M,43,Bengaluru Urban,False,1
SYN-V-00400,Anya Borra,Lakshit Kari,F,56,Bengaluru Urban,False,1
SYN-V-00401,Baljiwan Palla,Naveen Sibal,M,47,Bengaluru Urban,False,1
SYN-V-00402,Kala Ramesh,Pranav Om,F,44,Bengaluru Urban,False,1
SYN-V-00403,Ekta Shankar,Benjamin Chanda,F,49,Bengaluru Urban,False,1
SYN-V-00404,Tanay Johal,Maanav Tak,M,57,Bengaluru Urban,False,1
SYN-V-00405,George Prasad,Rohan Grover,M,53,Bengaluru Urban,False,1
SYN-V-00406,Gaurav Merchant,Elijah Chacko,M,22,Bengaluru Urban,False,1
SYN-V-00407,Chandani Bedi,Vincent Pant,F,54,Bengaluru Urban,False,1
SYN-V-00408,Bahadurjit Batra,Viraj Patil,M,19,Belagavi,False,1
SYN-V-00409,Hema Raval,Michael Keer,F,39,Kalaburagi,False,1
SYN-V-00410,Vrinda Sant,Bahadurjit Ramaswamy,F,18,Bengaluru Urban,False,1
SYN-V-00411,Rayaan Bumb,Owen Bhatia,M,29,Bengaluru Urban,False,1
SYN-V-00412,Harini Talwar,Samaksh Korpal,F,37,Bengaluru Urban,False,1
SYN-V-00413,Amrita Ramaswamy,Matthew Rattan,F,74,Bengaluru Urban,False,1
SYN-V-00414,Girik Dhaliwal,Arin Basak,M,47,Bengaluru Urban,False,1
SYN-V-00415,Neha Pillay,Azad Narang,F,44,Kalaburagi,False,1
SYN-V-00416,Saumya Bhandari,Fitan Sant,F,43,Kalaburagi,False,1
SYN-V-00417,Reyansh Kulkarni,Chanakya Bora,M,23,Mysuru,False,1
SYN-V-00418,Jackson Saraf,Jacob Narasimhan,M,42,Bengaluru Urban,False,1
SYN-V-00419,Jai Bahri,Liam Manda,M,21,Bengaluru Urban,False,1
SYN-V-00420,Darpan Krishnan,Shivansh Bhatia,M,51,Bengaluru Urban,False,1
SYN-V-00421,Karan Raman,Qasim Sanghvi,M,57,Tumakuru,False,1
SYN-V-00422,Chakradhar Mital,Andrew Verma,M,37,Bengaluru Urban,False,1
SYN-V-00423,Ayaan Korpal,Samuel Buch,M,29,Bengaluru Urban,False,1
SYN-V-00424,Qabil Bali,Thomas Bala,M,64,Kalaburagi,False,1
SYN-V-00425,Vyanjana Kakar,Ryan Mukhopadhyay,F,60,Mysuru,False,1
SYN-V-00426,Ubika Reddy,Nachiket Chadha,F,74,Mysuru,False,1
SYN-V-00427,Meghana Sandal,Gabriel Bhatti,F,33,Bengaluru Urban,False,1
SYN-V-00428,Nihal Samra,Dalbir Prasad,M,52,Bengaluru Urban,False,1
SYN-V-00429,Kai Jaggi,Amol Singhal,M,72,Bengaluru Urban,False,1
SYN-V-00430,Upma Kunda,Dhruv Shukla,F,19,Bengaluru Urban,False,1
SYN-V-00431,Brinda Kannan,Omkaar Bava,F,51,Bengaluru Urban,False,1
SYN-V-00432,Nathaniel Badal,Vihaan Dubey,M,51,Tumakuru,False,1
SYN-V-00433,Sai Virk,Finn Rajagopal,M,23,Bengaluru Urban,False,1
SYN-V-00434,Aishani Behl,Neel Bali,F,51,Bengaluru Urban,False,1
SYN-V-00435,Indrajit Ramesh,Farhan Keer,M,16,Bengaluru Urban,False,1
SYN-V-00436,Ekaraj Pillai,Ekapad Mandal,M,28,Bengaluru Urban,False,1
SYN-V-00437,Max Dasgupta,Peter Nayak,M,32,Bengaluru Urban,False,1
SYN-V-00438,Mohammed Buch,Aayush Varghese,M,43,Bengaluru Urban,False,1
SYN-V-00439,Alka Dey,Fiyaz Banik,F,17,Bengaluru Urban,False,1
SYN-V-00440,Odika Johal,Karan Anand,F,64,Bengaluru Urban,False,1
SYN-V-00441,Jeevika Kumer,Atharv Narang,F,35,Bengaluru Urban,False,1
SYN-V-00442,Ijaya Sha,Faqid Dhawan,F,21,Mysuru,False,1
SYN-V-00443,Jalsa Contractor,Manan Vig,F,35,Bengaluru Urban,False,1
